;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
hsa-miR-1307-3p;76,60735983;0,745332453;0,392487098;1,898998609;0,057564659;0,221837886
hsa-miR-130a-3p;2262,795699;0,299531799;0,15821699;1,893170887;0,058335148;0,221837886
hsa-miR-130a-5p;1,687099578;-0,185542568;2,064908362;-0,08985511;0,928402354;
hsa-miR-130b-3p;328,0603426;-0,336808347;0,248759625;-1,353951014;0,175752007;0,435349007
hsa-miR-130b-5p;138,8594279;-0,325600945;0,303842756;-1,071610032;0,283895226;0,580694779
hsa-miR-132-3p;0,919436333;-0,07258858;2,887522673;-0,025138705;0,979944328;
hsa-miR-133a-5p;0,143937678;-2,287937875;5,272677764;-0,433923327;0,66434412;
hsa-miR-134-3p;0,241712931;2,184559208;5,386704323;0,405546523;0,685075829;
hsa-miR-134-5p;71,20543301;4,592966142;0,455891975;10,07468083;7,14925E-24;6,43433E-22
hsa-miR-1343-3p;4,613325739;2,045085485;1,222682052;1,672622479;0,094401639;0,296377238
hsa-miR-135a-5p;1,013435647;1,699581138;3,269602699;0,51981274;0,603194099;
hsa-miR-136-3p;5,338288349;4,003992314;1,479937241;2,705514939;0,006819858;0,042822365
hsa-miR-136-5p;3,840092694;2,404805553;1,54097166;1,560577404;0,118623494;0,344390788
hsa-miR-139-3p;2,202574876;0,030234258;1,945827074;0,015537998;0,98760297;
hsa-miR-139-5p;78,65346659;-0,72637958;0,337555492;-2,151881981;0,031406651;0,136770899
hsa-miR-140-3p;117,2694972;-0,416423229;0,295508688;-1,409174232;0,158783655;0,416228999
hsa-miR-140-5p;19,13396429;-0,260243042;0,726945982;-0,357995021;0,720347039;0,851418654
hsa-miR-141-3p;0,341359205;0,174509913;5,246634257;0,033261307;0,973466209;
hsa-miR-142-3p;1790,869161;-0,887768676;0,231260124;-3,838831614;0,000123621;0,001787921
hsa-miR-142-5p;964,0363902;-0,56186729;0,187284429;-3,000074764;0,002699133;0,020243501
hsa-miR-143-3p;73,24017228;0,44923736;0,344153452;1,305340273;0,191777007;0,447478924
hsa-miR-143-5p;0,731248787;2,205603273;3,241785697;0,680366773;0,496272254;
hsa-miR-144-3p;1,849889035;-1,913348661;2,269232239;-0,84317005;0,399133346;
hsa-miR-144-5p;9,52005997;-1,10078813;0,877138665;-1,254976179;0,209487407;0,471346667
hsa-miR-145-3p;1,486577721;-1,808696766;2,588901551;-0,698634819;0,484780278;
hsa-miR-145-5p;103,9595205;0,497317435;0,306135144;1,624502917;0,104268518;0,31799539
hsa-miR-1468-5p;0,943067643;0,623796253;3,475147185;0,17950211;0,85754346;
hsa-miR-146a-5p;1176,917407;0,176733285;0,164450713;1,074688468;0,282514228;0,580694779
hsa-miR-146b-5p;153,8518014;-0,766932786;0,276046224;-2,778276679;0,005464806;0,035130898
hsa-miR-148a-3p;2,495169972;-1,538765458;1,793130787;-0,858144575;0,390812636;
hsa-miR-148b-3p;13,49731937;-0,383906419;0,72606005;-0,528752985;0,596976816;0,831931032
hsa-miR-148b-5p;8,92566305;0,493407736;0,932527261;0,529108109;0,596730456;0,831931032
hsa-miR-150-5p;11,8346753;0,332669041;0,82890381;0,401336122;0,688172672;0,847261338
hsa-miR-151a-3p;1967,873323;0,0239727;0,216249019;0,110856917;0,91172981;0,951171295
hsa-miR-151a-5p;317,1959916;-0,093398902;0,229644727;-0,406710413;0,684220692;0,847261338
hsa-miR-152-3p;5,043020268;-2,07767697;1,320239456;-1,573712224;0,115553994;0,342852511
hsa-miR-153-3p;1,759973997;1,048340881;2,289971519;0,457796471;0,647098671;
hsa-miR-1538;0,622353083;3,79520156;3,934415059;0,964616469;0,334736948;
hsa-miR-154-3p;1,009698785;3,928236645;3,150462016;1,246876371;0,212442832;
hsa-miR-154-5p;8,002291568;1,71602704;1,001681191;1,713146913;0,086685515;0,285427916
hsa-miR-15a-3p;3,565152368;-0,761498576;1,44981789;-0,525237398;0,59941817;0,831931032
hsa-miR-15a-5p;3,187479444;-0,195497997;1,416203096;-0,138043757;0,890205835;
hsa-miR-15b-3p;94,25904017;-0,67999605;0,363309528;-1,871671391;0,06125208;0,2296953
hsa-miR-15b-5p;35,57438749;-0,974808726;0,548749795;-1,776417478;0,075664132;0,262808614
hsa-miR-16-2-3p;6,742986607;-0,568317022;1,119017533;-0,507871419;0,61154352;0,831931032
hsa-miR-16-5p;175,5299529;-1,158467987;0,340694108;-3,400317052;0,000673078;0,006896324
hsa-miR-17-3p;7,10528075;0,460161104;1,027212592;0,447970661;0,654174371;0,839349024
hsa-miR-17-5p;2115,934944;-0,19410556;0,211352495;-0,918397293;0,358410907;0,655946081
hsa-miR-181a-3p;1,6311822;-0,156336165;2,204922676;-0,070903242;0,943474763;
hsa-miR-181a-5p;36,94321845;0,205521647;0,454719146;0,451974915;0,651287054;0,839349024
hsa-miR-181b-2-3p;0,511932033;-0,681413723;5,382024529;-0,126609182;0,899249729;
hsa-miR-181c-5p;14,80648573;-0,001116452;0,697622838;-0,001600366;0,998723093;0,998723093
hsa-miR-184;5,704147023;0,19759641;3,005593628;0,06574289;0,947582525;0,969118492
hsa-miR-185-3p;6,443538197;0,800261476;1,039173083;0,7700945;0,441243838;0,747364482
hsa-miR-185-5p;1134,730337;-0,616665501;0,184681373;-3,339077946;0,00084057;0,008105494
hsa-miR-186-3p;1,083809275;-2,731334083;2,879629464;-0,948501923;0,342873994;
hsa-miR-186-5p;182,4572401;-0,013464379;0,255127683;-0,052775062;0,957911132;0,975984927
hsa-miR-188-5p;0,924461424;-0,624349549;2,830523631;-0,220577402;0,825421498;
hsa-miR-18a-5p;7,254340841;-1,146956104;0,964351074;-1,189355345;0,234299865;0,514316777
hsa-miR-1908-5p;86,05080893;0,577131272;0,343989363;1,677759067;0,093394143;0,296377238
hsa-miR-190a-3p;0,680253015;-1,23302092;3,841982276;-0,320933526;0,748260766;
hsa-miR-190a-5p;49,62207849;0,237089139;0,467238621;0,507426246;0,611855774;0,831931032
hsa-miR-190b-5p;3,734892597;0,300898226;1,46447945;0,205464287;0,837209398;0,918888364
hsa-miR-191-3p;4,379614789;0,043726019;1,19842693;0,036486178;0,9708947;0,978140182
hsa-miR-191-5p;6196,767953;-0,33083767;0,216271126;-1,529735737;0,126082154;0,354606058
hsa-miR-1914-5p;0,747906484;-1,140926368;3,423455832;-0,333267442;0,738932414;
hsa-miR-192-5p;8,67039472;-0,934951259;0,959251311;-0,97466769;0,329725125;0,643442074
hsa-miR-193a-5p;1,416488195;-0,18958477;2,75299092;-0,068865018;0,945097064;
hsa-miR-194-5p;4,970061527;-1,137467536;1,267696617;-0,897271098;0,369574275;0,660828173
hsa-miR-195-5p;0,529851166;-2,294297585;4,925437343;-0,465805862;0,641354469;
hsa-miR-196b-3p;0,133157314;-1,815937406;5,30479455;-0,342320025;0,732110067;
hsa-miR-196b-5p;31,00935291;0,342874064;0,509893215;0,672442885;0,501301789;0,764697645
hsa-miR-197-3p;17,25925374;0,314742353;0,770746966;0,408360158;0,68300928;0,847261338
hsa-miR-1976;0,357302474;0,666961718;5,39771668;0,123563677;0,901660754;
hsa-miR-199a-5p;416,3210587;-0,553883214;0,206139796;-2,68693006;0,007211205;0,044250576
hsa-miR-199b-5p;1,971715233;-0,791778451;1,717089199;-0,461116669;0,644714903;
hsa-miR-19a-3p;262,3476101;-0,024763271;0,277972027;-0,089085478;0,929013978;0,957380817
hsa-miR-19b-1-5p;1,26805768;0,442309505;2,367350867;0,186837326;0,85178818;
hsa-miR-19b-3p;835,7671255;-0,655555386;0,215389101;-3,043586614;0,002337761;0,018564575
hsa-miR-200a-3p;0,341836757;-1,813119806;5,297987026;-0,342228057;0,732179272;
hsa-miR-200c-3p;5,240220243;-0,919633542;1,229992945;-0,747673835;0,454656917;0,749883544
hsa-miR-203a-3p;2,653096741;-0,473552513;1,981116701;-0,239033123;0,811079898;
hsa-miR-20a-3p;4,099510026;-2,46304417;1,383589313;-1,780184443;0,075045781;0,262808614
hsa-miR-20a-5p;80,82318962;-0,634261236;0,340832967;-1,860915164;0,062756158;0,232111817
hsa-miR-20b-3p;0,809333861;-1,554561794;3,639165954;-0,427175296;0,669251653;
hsa-miR-20b-5p;66,25446577;-0,122425917;0,369990584;-0,330889278;0,740728121;0,854686294
hsa-miR-21-3p;10,35140692;0,35372424;0,835714228;0,423259804;0,672105718;0,845461766
hsa-miR-21-5p;1009,727106;-1,026406057;0,19316934;-5,313503982;1,07537E-07;3,22611E-06
hsa-miR-210-3p;35,39184202;1,416390626;0,459406843;3,08308561;0,002048662;0,016761781
hsa-miR-2110;2,18854825;2,350798994;1,816891766;1,293857476;0,195714655;
hsa-miR-219a-5p;1,125586916;1,91270385;2,920214959;0,654987348;0,5124759;
hsa-miR-22-3p;62,30468843;-1,603612938;0,384582752;-4,169747424;3,04937E-05;0,000548887
hsa-miR-22-5p;39,65573382;-0,628985861;0,482369154;-1,30395125;0,192250205;0,447478924
hsa-miR-221-3p;1219,779899;0,081338335;0,222662958;0,36529801;0,714888964;0,851418654
hsa-miR-222-3p;118,6702181;0,168621853;0,319538286;0,527704693;0,597704316;0,831931032
hsa-miR-223-3p;6506,909954;-0,41899615;0,17270837;-2,426032689;0,015264895;0,080814151
hsa-miR-223-5p;171,1360001;-0,07412261;0,26040286;-0,284645912;0,775915433;0,872904862
hsa-miR-224-5p;186,7073345;0,180122053;0,251368183;0,716566637;0,473641537;0,749883544
hsa-miR-2278;2,221504199;1,517552888;2,110627389;0,719005589;0,472137476;
hsa-miR-2355-3p;7,113447929;-1,350530715;0,948579949;-1,423739472;0,154521903;0,409028567
hsa-miR-2355-5p;3,212791433;-1,302584108;1,691587593;-0,770036451;0,44127827;
hsa-miR-23a-3p;13264,37171;-0,402817753;0,155212465;-2,595266771;0,009451753;0,056710516
hsa-miR-23a-5p;45,99186492;0,36679646;0,433856232;0,845433195;0,397869017;0,694490288
hsa-miR-23b-3p;3580,629134;-0,253257138;0,175890846;-1,439854;0,14990871;0,401933153
hsa-miR-24-1-5p;1,326074124;-0,42232284;2,568534109;-0,164421737;0,869399153;
hsa-miR-24-2-5p;17,540898;-0,585634323;0,629958396;-0,929639683;0,352557674;0,651990219
hsa-miR-24-3p;6807,654968;-0,420997273;0,181210769;-2,323246433;0,020165918;0,098996323
hsa-miR-25-3p;2340,37681;-0,048281335;0,163409733;-0,295461804;0,767641126;0,870853379
hsa-miR-25-5p;6,322134483;0,725204809;1,05081201;0,690137534;0,490107701;0,764697645
hsa-miR-26a-1-3p;5,340625571;-0,981456415;1,342962776;-0,73081431;0,464892581;0,749883544
hsa-miR-26a-5p;103,0804727;-0,89610167;0,350042138;-2,559982281;0,01046775;0,061441141
hsa-miR-26b-3p;24,87456503;0,109222355;0,624596138;0,174868765;0,861182754;0,933812625
hsa-miR-26b-5p;40,22180675;-0,942969792;0,448148374;-2,104146408;0,035365678;0,15156719
hsa-miR-27a-3p;49,62013721;-0,563157016;0,500829577;-1,124448401;0,260822849;0,554505269
hsa-miR-27b-3p;41,00993917;-0,745519104;0,434297223;-1,716610341;0,086050392;0,285427916
hsa-miR-27b-5p;18,05729189;0,357010099;0,674088071;0,529619369;0,596375862;0,831931032
hsa-miR-28-3p;179,2976439;0,118476443;0,249796976;0,474290942;0,63529245;0,831931032
hsa-miR-28-5p;90,76717163;-0,465053087;0,346407441;-1,342503168;0,179432904;0,440426219
hsa-miR-299-5p;0,685526132;1,682351355;3,664663356;0,459073915;0,646181088;
hsa-miR-29a-3p;23,64540232;-0,488761358;0,564246939;-0,866218892;0,386370135;0,686315371
hsa-miR-29a-5p;1,207204205;-1,502126981;2,591029806;-0,579741297;0,56208909;
hsa-miR-29b-1-5p;2,685578483;-0,26489446;1,740880004;-0,15216124;0,879059764;
hsa-miR-29b-2-5p;19,31464719;0,579093035;0,614910271;0,941752094;0,346319577;0,644870936
hsa-miR-29b-3p;13,02726263;0,057884238;0,736928886;0,078547929;0,937392206;0,962341809
hsa-miR-29c-3p;11,84209927;-1,010412516;0,803873317;-1,256930034;0,208778972;0,471346667
hsa-miR-29c-5p;5,830612482;-2,226914606;1,224553339;-1,818552557;0,068979722;0,248326997
hsa-miR-301a-3p;73,43492636;-0,279241835;0,39013412;-0,715758559;0,474140445;0,749883544
hsa-miR-301a-5p;0,784980319;3,075694239;4,003273747;0,768294759;0,442312088;
hsa-miR-301b-3p;8,708889302;-0,613816338;1,01073517;-0,607296903;0,543653894;0,804631821
hsa-miR-3065-3p;1,145981728;4,289091012;3,08510692;1,390256845;0,164450897;
hsa-miR-3065-5p;0,641865741;-1,048551725;3,536012003;-0,296535115;0,766821454;
hsa-miR-30a-3p;15,61132429;0,21195797;0,679970085;0,311716611;0,755255903;0,864063957
hsa-miR-30b-3p;24,14130853;0,866279289;0,560673749;1,545068394;0,122329721;0,351372603
hsa-miR-30b-5p;50,13130175;-0,49876056;0,448835858;-1,111231538;0,266468699;0,562082413
hsa-miR-30c-1-3p;10,68926024;0,899707827;0,769678634;1,168939591;0,242427971;0,527867356
hsa-miR-30c-5p;156,6072718;-0,097328958;0,287486;-0,338551991;0,734947254;0,854686294
hsa-miR-30d-3p;5,021758625;0,401350095;1,172048994;0,342434571;0,732023875;0,854686294
hsa-miR-30d-5p;7,007110182;-0,123738494;0,99972428;-0,123772621;0,90149531;0,94791631
hsa-miR-30e-3p;404,0611824;-0,347436905;0,197094689;-1,762791823;0,077935607;0,263141073
hsa-miR-30e-5p;3,134744801;-0,171123028;1,436509557;-0,119124183;0,905176972;
hsa-miR-3120-3p;14,99562603;-0,213832042;0,720067415;-0,296961142;0,766496176;0,870853379
hsa-miR-3123;0,872127708;-0,718300178;4,001821228;-0,17949332;0,857550362;
hsa-miR-3130-5p;0,472297412;0,666983573;4,842818359;0,137726325;0,890456714;
hsa-miR-3138;9,145251597;0,931204679;0,880165251;1,057988461;0,290060703;0,588845037
hsa-miR-3150a-5p;0,319864788;1,998483483;5,378877073;0,371542881;0,710233224;
hsa-miR-3161;1,077729857;-4,58483953;3,317457078;-1,382034318;0,166961164;
hsa-miR-3177-3p;0,25770464;0,666985772;5,39771668;0,123568133;0,901657225;
hsa-miR-3188;0,400062408;1,108571151;5,260778546;0,210723782;0,833102816;
hsa-miR-3198;0,399858841;-0,502498134;5,024992546;-0,099999777;0,920344502;
hsa-miR-32-3p;36,77750004;-0,242795752;0,499793277;-0,485792353;0,627114397;0,831931032
hsa-miR-32-5p;20,15104887;-0,527655584;0,677205873;-0,779165694;0,435882116;0,744861844
hsa-miR-320a-3p;68,63814388;0,5420888;0,42301567;1,281486332;0,200022898;0,457679512
hsa-miR-320b;24,58588866;0,20315687;0,578088634;0,351428583;0,725266842;0,851418654
hsa-miR-323a-3p;10,23588914;4,879462674;1,155533768;4,222691546;2,41402E-05;0,000501374
hsa-miR-323b-3p;11,87053063;3,445260421;0,898488627;3,834506433;0,000125817;0,001787921
hsa-miR-324-3p;9,541992417;-0,173164932;0,915336059;-0,18918181;0,849950324;0,929095496
hsa-miR-324-5p;28,8138685;-0,087965859;0,523655186;-0,167984317;0,866595617;0,935923267
hsa-miR-326;189,2388975;-0,353541935;0,267049588;-1,323881221;0,185542496;0,447478924
hsa-miR-328-3p;427,0375036;0,615683653;0,268979769;2,28895896;0,022081737;0,104597702
hsa-miR-329-5p;0,669229108;3,133978831;3,856444321;0,812660205;0,416412904;
hsa-miR-330-3p;12,03117494;0,544007149;0,723743686;0,751657195;0,452257238;0,749883544
hsa-miR-330-5p;6,015048399;0,444675244;1,05446212;0,421708125;0,673238073;0,845461766
hsa-miR-331-3p;86,39173795;-0,351815466;0,389613179;-0,902986565;0,366533025;0,660828173
hsa-miR-331-5p;1,201666392;-0,495006458;2,269372113;-0,218124853;0,827331834;
hsa-miR-335-3p;36,13820424;-0,249973152;0,485188829;-0,51520797;0,6064077;0,831931032
hsa-miR-335-5p;104,539581;-0,875740651;0,296952035;-2,94909799;0,003187029;0,023256699
hsa-miR-337-3p;31,95436967;4,00772685;0,683147971;5,866557495;4,44936E-09;1,50166E-07
hsa-miR-337-5p;7,583140691;4,47542937;1,352560732;3,3088565;0,000936778;0,008431005
hsa-miR-338-3p;9,30410864;-2,374740067;0,983809541;-2,413820935;0,015786218;0,081966903
hsa-miR-338-5p;0,652041291;-1,230204715;3,670845803;-0,335128409;0,737528223;
hsa-miR-339-3p;9,398921904;-0,181736652;0,861952398;-0,210843026;0,833009763;0,918888364
hsa-miR-339-5p;3,154653479;-0,625390132;1,612008812;-0,387957018;0,698047842;
hsa-miR-33a-3p;9,255376594;-1,359384339;0,900377559;-1,509793669;0,131096081;0,364906618
hsa-miR-33a-5p;41,01222516;-0,462080254;0,482295431;-0,958085489;0,338019652;0,643442074
hsa-miR-33b-5p;4,162162723;2,02577526;1,471400488;1,376766745;0,168584376;0,429413032
hsa-miR-340-3p;162,5971203;-0,121545028;0,308403039;-0,394110993;0,693499095;0,847261338
hsa-miR-340-5p;2,733718964;-3,591811568;2,060600259;-1,743089933;0,081317907;
hsa-miR-342-3p;389,9215988;-0,095354487;0,22520241;-0,423416814;0,671991179;0,845461766
hsa-miR-342-5p;5,085974565;2,644728486;1,288389833;2,052739334;0,040097865;0,166560363
hsa-miR-345-5p;5,223140414;0,971519462;1,301554472;0,746430121;0,455407629;0,749883544
hsa-miR-34a-5p;3,84824644;-2,057560315;1,571991137;-1,308887987;0,190572296;0,447478924
hsa-miR-361-3p;41,4151573;0,199559484;0,447913324;0,445531475;0,655935719;0,839349024
hsa-miR-361-5p;9,549309578;-0,310303273;0,937470529;-0,331000563;0,740644061;0,854686294
hsa-miR-3613-5p;12,61797397;0,363989699;0,747743081;0,486784442;0,626411097;0,831931032
hsa-miR-3615;7,471340413;0,465786516;0,977567455;0,476475064;0,633735968;0,831931032
hsa-miR-3617-5p;0,490267774;1,754935816;5,088145079;0,344906796;0,730164441;
hsa-miR-362-3p;0,531136115;0,438138525;4,52661894;0,096791564;0,922891924;
hsa-miR-362-5p;1,624755713;-0,608153973;2,26941796;-0,26797795;0,788716291;
hsa-miR-363-3p;4,045300343;-0,88833802;1,432245081;-0,620241627;0,535098719;0,802648079
hsa-miR-3682-5p;0,223960646;0,666967093;5,39771668;0,123564672;0,901659965;
hsa-miR-369-3p;7,697502151;1,972503232;1,167064271;1,690141049;0,091000973;0,292503129
hsa-miR-369-5p;9,64854829;3,77083807;1,037135403;3,635820415;0,000277097;0,00356268
hsa-miR-370-3p;5,910973498;5,103911284;1,433053181;3,561564464;0,000368652;0,00452436
hsa-miR-374a-3p;24,4637728;-0,845103417;0,585428638;-1,443563506;0,148861797;0,401933153
hsa-miR-374a-5p;26,24012853;-1,153111147;0,593739654;-1,942115773;0,052123086;0,212397663
hsa-miR-374b-5p;509,3065219;-0,429482033;0,241982018;-1,774851026;0,075922488;0,262808614
hsa-miR-376a-2-5p;0,948895206;3,667343239;3,232013093;1,134693187;0,256503893;
hsa-miR-376a-3p;13,38393693;5,398041352;1,074500524;5,023768003;5,06674E-07;1,36802E-05
hsa-miR-376a-5p;2,974573349;1,288796371;1,811324493;0,711521528;0,476761115;
hsa-miR-376b-3p;2,91904406;5,30932278;1,972456519;2,691731214;0,007108221;
hsa-miR-376c-3p;74,47701448;3,503823294;0,391735038;8,94437045;3,74076E-19;2,02001E-17
hsa-miR-377-3p;2,841927907;2,366026255;1,582168633;1,495432411;0,134801627;
hsa-miR-377-5p;3,366054684;2,124046672;1,616681954;1,313830879;0,188903124;0,447478924
hsa-miR-378a-3p;25,47324807;0,238773255;0,60526791;0,394491847;0,693217946;0,847261338
hsa-miR-378a-5p;1,195594359;-0,982811986;2,754434662;-0,356810782;0,721233464;
hsa-miR-378c;2,544046271;0,867606014;1,551747231;0,559115555;0,57608286;
hsa-miR-379-3p;5,446595686;2,871616321;1,24095265;2,314041812;0,020665429;0,099636888
hsa-miR-379-5p;25,77600066;4,699727354;0,696876674;6,743987182;1,54098E-11;6,93442E-10
hsa-miR-380-3p;4,092444896;4,067772771;1,623001181;2,506327672;0,012199251;0,065875954
hsa-miR-381-3p;8,159559303;3,690252123;1,045693731;3,528998993;0,000417135;0,004896799
hsa-miR-382-3p;1,498247551;4,437526915;2,529382621;1,75439132;0,079363478;
hsa-miR-382-5p;320,9438697;3,917406092;0,25302483;15,48229911;4,5685E-54;1,23349E-51
hsa-miR-3928-3p;0,967645212;-0,385763833;2,636642382;-0,146308743;0,883677664;
hsa-miR-409-3p;187,141416;4,916003403;0,348336904;14,11278378;3,1682E-45;4,27707E-43
hsa-miR-409-5p;5,343647502;4,479480409;1,779686794;2,517004915;0,011835718;0,06521722
hsa-miR-410-3p;0,93797495;-0,094918872;2,828466064;-0,033558427;0,973229274;
hsa-miR-411-3p;11,1092109;3,050707189;0,888648072;3,432975647;0,000596996;0,006716202
hsa-miR-411-5p;5,308593855;3,06286633;1,208256805;2,534946475;0,011246451;0,063261286
hsa-miR-412-5p;0,407029533;3,149354012;5,30053784;0,594157443;0,552406813;
hsa-miR-421;23,31484329;0,619867819;0,575345453;1,077383711;0,281308878;0,580694779
hsa-miR-423-3p;183,8424856;0,292772591;0,260369822;1,12444902;0,260822586;0,554505269
hsa-miR-423-5p;1312,511009;0,421959101;0,202434814;2,084419635;0,037122013;0,156608494
hsa-miR-424-3p;20,18853084;0,14516602;0,631820454;0,229758342;0,818279557;0,91295653
hsa-miR-424-5p;20,20023205;-1,324717385;0,716502731;-1,848865788;0,064477195;0,23525463
hsa-miR-425-3p;79,39674657;-0,218404278;0,323033879;-0,676103319;0,49897505;0,764697645
hsa-miR-425-5p;157,6602253;-0,611953482;0,268643264;-2,277940915;0,022730098;0,105812526
hsa-miR-4286;118,42;-0,731837093;0,330972135;-2,211174343;0,027023766;0,121606949
hsa-miR-4301;0,752535143;2,091347286;3,668875827;0,570024003;0,568661418;
hsa-miR-431-3p;0,486764662;4,23402895;5,06977744;0,835150852;0,403632778;
hsa-miR-431-5p;1,43060482;3,709061891;2,645652193;1,401946144;0,16093133;
hsa-miR-432-5p;47,93373574;5,149734651;0,558816541;9,21542988;3,10033E-20;2,09273E-18
hsa-miR-4433b-5p;20,52672878;0,221296988;0,624050999;0,354613628;0,722879066;0,851418654
hsa-miR-4441;0,220664542;-2,742913554;5,252327909;-0,522228163;0,60151148;
hsa-miR-4446-3p;74,71151938;0,592917604;0,336387781;1,762601492;0,077967725;0,263141073
