geneID;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;log10Pval;effect_size;significant;hgnc_symbol;gene_biotype
ENSG00000003436;4767,02353911654;-0,329975909273641;0,0548556344715448;-6,01535124791618;1,79497064161918e-09;1,05583952787781e-08;NA;NA;NA;TFPI;protein_coding
ENSG00000003509;6,41617379734982;-0,992100729069866;0,720733340512606;-1,3765156588486;0,168662042752896;0,263519758643816;NA;NA;NA;NDUFAF7;protein_coding
ENSG00000003756;923,074317828193;-0,84323427047301;0,0957392196788853;-8,80761586841072;1,27835640197659e-18;1,88865177848253e-17;NA;NA;NA;RBM5;protein_coding
ENSG00000003989;0,389927968669163;-1,39115097802781;2,95269537628424;-0,471146122692303;0,637536390149295;NA;NA;NA;NA;SLC7A2;protein_coding
ENSG00000004059;754,21044541118;0,207334143308551;0,070397585677473;2,94518826623478;0,00322758205351352;0,00810899405657032;NA;NA;NA;ARF5;protein_coding
ENSG00000004139;2,59424007729155;0,708454464508412;0,789266250597725;0,897611501786485;0,369392704946966;0,494762967166038;NA;NA;NA;SARM1;protein_coding
ENSG00000004142;28,3128393979734;0,773966676250128;0,241823479407098;3,2005439593696;0,00137168443780278;0,00372474906369463;NA;NA;NA;POLDIP2;protein_coding
ENSG00000004399;1,89468354614813;-0,485415873298951;1,5988557408606;-0,30360204544637;0,76143109305752;0,836524387777048;NA;NA;NA;PLXND1;protein_coding
ENSG00000004455;33,5322190167656;-0,720893051674204;0,202845724711639;-3,55389817901762;0,00037956613572009;0,00114973689054224;NA;NA;NA;AK2;protein_coding
ENSG00000004468;7,79860072945032;-0,59733452477145;0,527189282097486;-1,13305513798551;0,257191099215913;0,372170349187898;NA;NA;NA;CD38;protein_coding
ENSG00000004478;3,47097415224433;-0,487975594974324;0,865412888722148;-0,563864487498978;0,572846360048393;0,687566517592037;NA;NA;NA;FKBP4;protein_coding
ENSG00000004487;483,544272736169;-0,80187736550122;0,096860793944898;-8,278657781366;1,2457136437284e-16;1,48649724655053e-15;NA;NA;NA;KDM1A;protein_coding
ENSG00000004534;404,712094149366;-0,876279943003089;0,099951502308776;-8,76705124747435;1,8340631916725e-18;2,66112531949934e-17;NA;NA;NA;RBM6;protein_coding
ENSG00000004660;12,4887852763856;1,52085054322602;0,49908941678097;3,04725063704059;0,00230945055294447;0,00598082336251252;NA;NA;NA;CAMKK1;protein_coding
ENSG00000004700;431,977014792802;0,0463292730022183;0,0718706403938127;0,644620289291408;0,519173283321106;0,640272734894145;NA;NA;NA;RECQL;protein_coding
ENSG00000004766;152,923554595318;-0,965330340568013;0,125186973280786;-7,71110855442475;1,24729509794204e-14;1,21740676828586e-13;NA;NA;NA;VPS50;protein_coding
ENSG00000004776;25,117682335729;-0,0950130763741538;0,291983720642559;-0,325405389605495;0,744874276979872;0,823671548261203;NA;NA;NA;HSPB6;protein_coding
ENSG00000004777;1,1013584766295;-0,397894505916773;1,92859115142538;-0,206313559834959;0,836545987163375;NA;NA;NA;NA;ARHGAP33;protein_coding
ENSG00000004779;4,32942944044258;-0,857445145795695;0,588756870163545;-1,45636541881458;0,145291629888453;0,232766704793827;NA;NA;NA;NDUFAB1;protein_coding
ENSG00000004799;2,1758899954306;1,03253001210658;1,08382534624986;0,952671955568522;0,340756306875859;0,464294317689651;NA;NA;NA;PDK4;protein_coding
ENSG00000004809;1,92672774548337;-1,0242233464017;1,31318497434033;-0,779953598628561;0,435418187979728;0,561583939246453;NA;NA;NA;SLC22A16;protein_coding
ENSG00000004846;6,61202586211114;-1,98016452930332;0,577058337616954;-3,4314806670686;0,000600295916270868;0,0017489540561562;NA;NA;NA;ABCB5;protein_coding
ENSG00000004864;22,6281330039025;-0,681730906224988;0,28629277147957;-2,38123688104936;0,017254612405779;0,0366666799914121;NA;NA;NA;SLC25A13;protein_coding
ENSG00000004866;1262,35805114974;0,00616675739758464;0,0539546611172884;0,114295174316435;0,909003807770183;0,940077554957788;NA;NA;NA;ST7;protein_coding
ENSG00000004897;1538,87615999052;-0,575156300989491;0,0581527739705177;-9,89043620311361;4,58027746865162e-23;1,16765045538248e-21;NA;NA;NA;CDC27;protein_coding
ENSG00000004939;10,256413668793;-0,709012412913625;0,371002467140645;-1,91107196234585;0,0559953336806808;0,103540953047386;NA;NA;NA;SLC4A1;protein_coding
ENSG00000004961;10,0126947931845;-0,154772092578607;0,442288044332393;-0,349935058299454;0,726387435695108;0,810233426704357;NA;NA;NA;HCCS;protein_coding
ENSG00000004975;3,6612798666013;0,853974968962363;0,809997997158705;1,05429269202877;0,291748933541371;0,411320018263586;NA;NA;NA;DVL2;protein_coding
ENSG00000005007;466,014124428036;1,38047017509801;0,151239559408899;9,1277056115041;6,9966336508981e-20;1,19187981188547e-18;NA;NA;NA;UPF1;protein_coding
ENSG00000005020;11670,6319270432;-0,452753953763971;0,0496752225047918;-9,11428134459382;7,91935806264415e-20;1,34592166980742e-18;NA;NA;NA;SKAP2;protein_coding
ENSG00000005022;350,619153125644;0,00829036076913902;0,0836747681481244;0,0990783835153639;0,921076035082373;0,947656159145641;NA;NA;NA;SLC25A5;protein_coding
ENSG00000005059;4,85702363121948;-1,909000051809;0,7958168037563;-2,39879334389323;0,0164491951615891;0,0351137701429207;NA;NA;NA;MCUB;protein_coding
ENSG00000005073;0,369233237193354;-1,01790651595635;2,95366547002087;-0,344624848781254;0,730376422331585;NA;NA;NA;NA;HOXA11;protein_coding
ENSG00000005075;122,033812658222;-0,0302076640411409;0,12005279811956;-0,251619824896187;0,801334933501345;0,865550683731772;NA;NA;NA;POLR2J;protein_coding
ENSG00000005100;112,517481835877;-0,385273494124839;0,12123441304952;-3,17792188235751;0,00148334710765296;0,00399006964098791;NA;NA;NA;DHX33;protein_coding
ENSG00000005102;1,17375977591631;-0,809309708240589;2,94261037101155;-0,275031215893656;0,783292255931092;NA;NA;NA;NA;MEOX1;protein_coding
ENSG00000005108;0,3757712235364;-0,870094872139237;2,95248152566602;-0,29469951448484;0,768223434099298;NA;NA;NA;NA;THSD7A;protein_coding
ENSG00000005156;7,42719874949148;-0,493799603208934;0,520735538929515;-0,94827329093775;0,342990344333444;0,466512937325836;NA;NA;NA;LIG3;protein_coding
ENSG00000005175;624,711839967153;-0,339027294571128;0,0768668863768355;-4,41057665467372;1,0309570157334e-05;3,96450822875119e-05;NA;NA;NA;RPAP3;protein_coding
ENSG00000005187;37,4195841020548;0,803210268746815;0,321673947357016;2,49697022511853;0,0125259473689269;0,0275204707750027;NA;NA;NA;ACSM3;protein_coding
ENSG00000005189;82,6684343012401;-0,270899808471665;0,145158406648327;-1,86623575393721;0,0620083888598769;0,113110623762162;NA;NA;NA;REXO5;protein_coding
ENSG00000005194;25,9441533176063;0,528556534283817;0,32372026487212;1,63275701783024;0,102520110268501;0,174074085693443;NA;NA;NA;CIAPIN1;protein_coding
ENSG00000005206;25,4162208639927;0,537978991012723;0,308815359792764;1,74207329380813;0,0814956199979025;0,143142511540522;NA;NA;NA;SPPL2B;protein_coding
ENSG00000005238;281,27695351848;1,56092749381737;0,162995872509735;9,57648478935651;1,00404103361284e-21;2,10964356659113e-20;NA;NA;NA;FAM214B;protein_coding
ENSG00000005243;4,3340432417647;0,714048692954506;0,731042317036192;0,976754253911618;0,328690828519804;0,451953763458349;NA;NA;NA;COPZ2;protein_coding
ENSG00000005249;54800,2201037737;0,305828506104812;0,0423511156229498;7,221262099152;5,15072683082597e-13;4,29925006566138e-12;NA;NA;NA;PRKAR2B;protein_coding
ENSG00000005302;100,082382072284;-0,0329825622531824;0,114770059483892;-0,287379499509726;0,773821756492927;0,845465929981473;NA;NA;NA;MSL3;protein_coding
ENSG00000005339;513,216988309515;0,679644385682376;0,0881865651243148;7,70689259440251;1,2891821023545e-14;1,25576843129815e-13;NA;NA;NA;CREBBP;protein_coding
ENSG00000005379;3,1997154107282;0,415276336467498;2,6085543392749;0,159197886053212;0,873512969308685;0,914989305255315;NA;NA;NA;TSPOAP1;protein_coding
ENSG00000005381;0,716816665346557;-1,2078013884801;2,94530513253134;-0,410076828760372;0,681749589671431;NA;NA;NA;NA;MPO;protein_coding
ENSG00000005436;26,3483644084775;-0,49169048111173;0,325893777000998;-1,50874461499835;0,131364059345905;0,21425425836181;NA;NA;NA;GCFC2;protein_coding
ENSG00000005448;0,631710599797142;-1,23717355137356;2,94783076977902;-0,419689476091025;0,674712314071912;NA;NA;NA;NA;WDR54;protein_coding
ENSG00000005469;33,0352089519022;-0,589061097455085;0,224159147495238;-2,62786999342777;0,00859213462026488;0,0196472490250435;NA;NA;NA;CROT;protein_coding
ENSG00000005471;0,559629012952189;-0,462882389187335;2,94401868425907;-0,157228074557492;0,875065103166882;NA;NA;NA;NA;ABCB4;protein_coding
ENSG00000005483;2102,29323763375;-0,403724843108857;0,0558990793515973;-7,22238805704626;5,10824514913039e-13;4,26623314803089e-12;NA;NA;NA;KMT2E;protein_coding
ENSG00000005486;57,5530439974875;0,650529755955372;0,188452458786419;3,45195684972539;0,000556536721142572;0,00163386721717354;NA;NA;NA;RHBDD2;protein_coding
ENSG00000005513;0,647991323721689;-0,84256625934693;2,95106929346511;-0,285512190856623;0,775251765973656;NA;NA;NA;NA;SOX8;protein_coding
ENSG00000005700;304,652468604105;-0,886015651018523;0,115905895701573;-7,64426732268893;2,10138428606297e-14;2,00146215933182e-13;NA;NA;NA;IBTK;protein_coding
ENSG00000005801;7,1294958169288;-1,07335892353751;0,604155919288656;-1,77662568431226;0,0756298468771037;0,134254121131131;NA;NA;NA;ZNF195;protein_coding
ENSG00000005810;1722,38180193899;0,258694909878931;0,0559101042773141;4,62697956340422;3,71037110428837e-06;1,50751271782482e-05;NA;NA;NA;MYCBP2;protein_coding
ENSG00000005812;728,042864057373;0,489766963151648;0,0680737377577059;7,19465361069008;6,26195328597059e-13;5,1836225237568e-12;NA;NA;NA;FBXL3;protein_coding
ENSG00000005844;62,6212188787069;0,752339581303791;0,208529083899364;3,60784005394121;0,000308756724518592;0,000951456161650487;NA;NA;NA;ITGAL;protein_coding
ENSG00000005882;147,901741588036;0,58115137426077;0,154545502719637;3,76039007304562;0,000169648612638589;0,000546941425933208;NA;NA;NA;PDK2;protein_coding
ENSG00000005884;0,512954732846288;-1,0772636209973;2,94883662354534;-0,365318177479134;0,714873911048792;NA;NA;NA;NA;ITGA3;protein_coding
ENSG00000005889;61,3000828809088;0,165985821421049;0,155490391351055;1,06749889802707;0,285746610992296;0,405090130418984;NA;NA;NA;ZFX;protein_coding
ENSG00000005893;833,8595115738;-0,268057219277552;0,051625356067957;-5,1923558439906;2,07649638438712e-07;9,82780599712204e-07;NA;NA;NA;LAMP2;protein_coding
ENSG00000005961;50106,1835174609;1,03377769909966;0,103506713877899;9,98754245371122;1,72812977885119e-23;4,66659045096446e-22;NA;NA;NA;ITGA2B;protein_coding
ENSG00000005981;0,816294579564347;-1,2441786859558;2,950795390604;-0,421641802043458;0,673286489655056;NA;NA;NA;NA;ASB4;protein_coding
ENSG00000006007;1090,51210821538;0,232714993716519;0,0528625901356435;4,40226241505347;1,07127873483635e-05;4,10764830696389e-05;NA;NA;NA;GDE1;protein_coding
ENSG00000006015;18,8775440344152;0,737779747571919;0,341938434791296;2,15763913179935;0,0309558997613627;0,0615823915852921;NA;NA;NA;REX1BD;protein_coding
ENSG00000006025;0,666277396556895;-0,515388455599656;2,94919626902849;-0,174755563409631;0,861271706190665;NA;NA;NA;NA;OSBPL7;protein_coding
ENSG00000006042;1,2361312093703;-1,64224539686628;2,94774614757332;-0,557119003689726;0,577446124354044;NA;NA;NA;NA;TMEM98;protein_coding
ENSG00000006062;0,984592584832193;0,352648451547079;2,50362011415032;0,140855415545645;0,88798416413839;NA;NA;NA;NA;MAP3K14;protein_coding
ENSG00000006071;0,707849540289022;-1,35990911682044;2,94595544993617;-0,461619036652406;0,644354540575794;NA;NA;NA;NA;ABCC8;protein_coding
ENSG00000006118;0,435376646722765;-1,40452589103518;2,9495530600908;-0,476182615610223;0,633944283465077;NA;NA;NA;NA;TMEM132A;protein_coding
ENSG00000006125;3158,3371921663;0,151234092036635;0,039033771995312;3,87444216394968;0,000106869219593618;0,000355629155662742;NA;NA;NA;AP2B1;protein_coding
ENSG00000006194;2,37853810495741;-0,268530550622359;1,31234381866462;-0,204619053942435;0,837869767481171;0,891770240318273;NA;NA;NA;ZNF263;protein_coding
ENSG00000006210;0,624384678252735;-1,09069271729229;2,94504268992352;-0,370348695122179;0,711122695600065;NA;NA;NA;NA;CX3CL1;protein_coding
ENSG00000006282;2,34499557199446;1,06982778860192;1,09989391750067;0,972664519350134;0,330720064762051;0,453973452354346;NA;NA;NA;SPATA20;protein_coding
ENSG00000006283;0,525784329703713;-0,927314855104993;2,94822618643708;-0,3145331451742;0,753116146647341;NA;NA;NA;NA;CACNA1G;protein_coding
ENSG00000006327;0,274861509900239;-1,06662817928599;2,95407638535542;-0,361069938669733;0,718047164960251;NA;NA;NA;NA;TNFRSF12A;protein_coding
ENSG00000006432;2,55493360243911;-1,97538802309751;1,27757874194838;-1,54619669084735;0,122057072471933;0,201532537511602;NA;NA;NA;MAP3K9;protein_coding
ENSG00000006451;60,664901356307;0,171793174940595;0,177632392067633;0,967127520723728;0,333480289260735;0,457030975375943;NA;NA;NA;RALA;protein_coding
ENSG00000006453;0,295931206637475;-0,716117269869699;2,95425396673696;-0,242402067639658;0,808468632400565;NA;NA;NA;NA;BAIAP2L1;protein_coding
ENSG00000006459;1211,87558330216;0,973146085836336;0,0799419039617285;12,1731662320955;4,31994065682729e-34;7,240617776765e-32;NA;NA;NA;KDM7A;protein_coding
ENSG00000006468;1,18634004886653;-1,43924612009661;2,94009028722725;-0,489524463363993;0,624470439518632;NA;NA;NA;NA;ETV1;protein_coding
ENSG00000006530;12,5759755879088;-0,176160183269978;0,345805247397715;-0,509420214399969;0,610457710205278;0,719503259797395;NA;NA;NA;AGK;protein_coding
ENSG00000006534;1,43713791094224;0,771263209515049;2,63031156275029;0,293221236768091;0,769353052546314;NA;NA;NA;NA;ALDH3B1;protein_coding
ENSG00000006555;1,28707388200023;-0,305251972668503;1,8491077863926;-0,165080681026181;0,868880478689502;NA;NA;NA;NA;TTC22;protein_coding
ENSG00000006576;1243,46883948725;0,221607473376984;0,0494172201985519;4,4844180325521;7,31132037529248e-06;2,86672959700229e-05;NA;NA;NA;PHTF2;protein_coding
ENSG00000006607;117,552118361831;-0,983155240305782;0,165930323187973;-5,92510893377832;3,12090436441264e-09;1,78887686485319e-08;NA;NA;NA;FARP2;protein_coding
ENSG00000006625;7,76977527338103;-1,4305661879456;0,569293712468397;-2,51287895266368;0,0119750415810715;0,0264495692722182;NA;NA;NA;GGCT;protein_coding
ENSG00000006634;57,6160032714761;-1,44884468562183;0,211203916353852;-6,85993285841551;6,88929199724545e-12;5,17033741141704e-11;NA;NA;NA;DBF4;protein_coding
ENSG00000006638;1114,41394316488;1,23027779627967;0,105545144632863;11,6564130027882;2,12820490842918e-31;2,07712996873688e-29;NA;NA;NA;TBXA2R;protein_coding
ENSG00000006652;3334,82296712036;-0,197193094928708;0,045969261349636;-4,28967290618146;1,78936458720925e-05;6,68182187213453e-05;NA;NA;NA;IFRD1;protein_coding
ENSG00000006695;8,69535624066278;-0,759042369423783;0,471016190843391;-1,61149952842313;0,107070889917476;0,180665091041037;NA;NA;NA;COX10;protein_coding
ENSG00000006704;0,584856562689457;-1,19811537747688;2,9502660603766;-0,406104179405414;0,684666055018531;NA;NA;NA;NA;GTF2IRD1;protein_coding
ENSG00000006712;62,4785838646846;0,582024723707229;0,197814004064624;2,94228270874637;0,00325802342511112;0,00817280192413047;NA;NA;NA;PAF1;protein_coding
ENSG00000006715;2082,86629822553;0,141546272527046;0,048870820987973;2,89633506590529;0,00377549046731804;0,00932489871179398;NA;NA;NA;VPS41;protein_coding
ENSG00000006740;0,58473118334417;-1,33691872433474;2,9499703131389;-0,45319734859033;0,650406641510545;NA;NA;NA;NA;ARHGAP44;protein_coding
ENSG00000006744;17,9990963703196;1,15057965917483;0,335707877823228;3,42732397772531;0,000609561347988689;0,00177311461726931;NA;NA;NA;ELAC2;protein_coding
ENSG00000006747;3,53786038595822;-0,465953014673375;1,35453238568435;-0,343995477404522;0,730849687288906;0,813406360864512;NA;NA;NA;SCIN;protein_coding
ENSG00000006756;5,05021473457188;-1,14982459990568;0,502439197020032;-2,28848506789536;0,0221092887088852;0,0456201567784015;NA;NA;NA;ARSD;protein_coding
ENSG00000006757;1,70181213124096;-0,841945685224846;2,55893990625804;-0,329021280713086;0,74213960305529;NA;NA;NA;NA;PNPLA4;protein_coding
ENSG00000006788;0,304641636796934;-0,342271138216795;2,95479489443888;-0,115835836477507;0,907782648275063;NA;NA;NA;NA;MYH13;protein_coding
ENSG00000006831;1027,61070419838;0,950776316909327;0,0757305433734723;12,5547272547681;3,74469358039402e-36;9,41467617056994e-34;NA;NA;NA;ADIPOR2;protein_coding
ENSG00000006837;42,2399437517443;-0,978126730259262;0,318039868474791;-3,0754846395517;0,0021016075336588;0,00548320648699456;NA;NA;NA;CDKL3;protein_coding
ENSG00000007001;0,884097139500421;-1,25781636712815;2,94184619745911;-0,427560206313482;0,668971343013034;NA;NA;NA;NA;UPP2;protein_coding
ENSG00000007047;181,274359947856;0,795637450052301;0,139763104970786;5,69275739987754;1,25003942773688e-08;6,73616959913495e-08;NA;NA;NA;MARK4;protein_coding
ENSG00000007062;3,92656427345234;0,0539285777007092;0,715420692858307;0,0753802318538612;0,939912187150051;0,960395172939671;NA;NA;NA;PROM1;protein_coding
ENSG00000007080;15,5654056601536;-0,0348609324301562;0,281223504127398;-0,123961660097812;0,901345631671183;0,935009034717877;NA;NA;NA;CCDC124;protein_coding
ENSG00000007129;6,18708692105553;2,1263361032311;0,669329927578505;3,17681313149069;0,00148902946567691;0,00400461594771316;NA;NA;NA;CEACAM21;protein_coding
ENSG00000007168;812,213664121535;0,3258025622732;0,0702256894653575;4,63936438009511;3,49482388455265e-06;1,42509848670433e-05;NA;NA;NA;PAFAH1B1;protein_coding
ENSG00000007171;0,343018991250403;-0,831070971513825;2,95649493437497;-0,281100083024333;0,778633637490633;NA;NA;NA;NA;NOS2;protein_coding
ENSG00000007202;207,224425305285;0,870726481239761;0,133255886681151;6,53424402422985;6,39316349842767e-11;4,36242911249753e-10;NA;NA;NA;KIAA0100;protein_coding
ENSG00000007237;4,52784439779553;1,25106147972539;0,769966754510509;1,62482532186825;0,104199783924483;0,176535523316696;NA;NA;NA;GAS7;protein_coding
ENSG00000007255;2,39972457341206;1,62672743175346;0,911386019528433;1,78489399321174;0,0742785131752172;0,132252409931417;NA;NA;NA;TRAPPC6A;protein_coding
ENSG00000007264;1,56695504940351;-0,282920542607064;1,13456942134165;-0,249363800297477;0,80307938401079;NA;NA;NA;NA;MATK;protein_coding
ENSG00000007314;3,3785986752157;1,50399234308118;0,753255613763824;1,99665600308787;0,0458625646550326;0,0869320054334701;NA;NA;NA;SCN4A;protein_coding
ENSG00000007341;528,28700708815;-0,834912583409448;0,0949764505886648;-8,79073263145394;1,48587798075009e-18;2,17322695238695e-17;NA;NA;NA;ST7L;protein_coding
ENSG00000007350;5,33436974830724;0,318621309637172;0,831123972481485;0,383361953435015;0,701451409170376;0,791991052924694;NA;NA;NA;TKTL1;protein_coding
ENSG00000007372;1,46575803491063;-2,58424429318039;2,94484178719372;-0,877549450846062;0,380188271605062;NA;NA;NA;NA;PAX6;protein_coding
ENSG00000007376;9,06674241470634;2,06587256014799;0,498399305638978;4,14501492432742;3,39791578754916e-05;0,000121920295310142;NA;NA;NA;RPUSD1;protein_coding
ENSG00000007384;0,603517578116262;-1,12068416816797;2,94633865975735;-0,380365021670748;0,703674475530607;NA;NA;NA;NA;RHBDF1;protein_coding
ENSG00000007392;48,3680601812153;-1,00281073869315;0,159590928745112;-6,28363245065622;3,30752160725198e-10;2,10888850358323e-09;NA;NA;NA;LUC7L;protein_coding
ENSG00000007516;0,378717620638865;-1,26531294689296;2,950613186914;-0,428830506318023;0,668046576454541;NA;NA;NA;NA;BAIAP3;protein_coding
ENSG00000007520;28,6255490042155;1,75392163902303;0,319308576869932;5,49287355891313;3,95445921874326e-08;2,02258591117903e-07;NA;NA;NA;TSR3;protein_coding
ENSG00000007541;14,6040758578281;1,4562141710934;0,444610134059084;3,27526086236235;0,00105564446346721;0,00293263622904913;NA;NA;NA;PIGQ;protein_coding
ENSG00000007545;38,6071776026758;0,446989203503614;0,254093964043277;1,75914923908812;0,0785521634350846;0,138707492536363;NA;NA;NA;CRAMP1;protein_coding
ENSG00000007866;0,36425118177515;-0,266802443677997;2,95019948765262;-0,0904353908251418;0,92794123409284;NA;NA;NA;NA;TEAD3;protein_coding
ENSG00000007908;0,249592726905334;-0,430026274497029;2,95345867771208;-0,145600911142644;0,884236448663454;NA;NA;NA;NA;SELE;protein_coding
ENSG00000007923;14,8014102342951;-0,0210431731855242;0,347300757526006;-0,0605906342831642;0,951685232580012;0,969028753863992;NA;NA;NA;DNAJC11;protein_coding
ENSG00000007944;30,3101054384719;1,17996678540138;0,299323161262156;3,94211654195355;8,07657127820021e-05;0,000273889679950501;NA;NA;NA;MYLIP;protein_coding
ENSG00000007968;1,83264751845474;-1,45365050628352;1,46873074865532;-0,989732466358719;0,32230490161971;0,445019418181859;NA;NA;NA;E2F2;protein_coding
ENSG00000008018;72,9925851441289;-0,507380510243565;0,158975911486372;-3,19155591246324;0,00141508719286728;0,00383119224775172;NA;NA;NA;PSMB1;protein_coding
ENSG00000008056;2,53962642665331;-0,541757982359796;2,9372240174836;-0,184445578251786;0,85366391684532;0,90202341141314;NA;NA;NA;SYN1;protein_coding
ENSG00000008083;3382,85392364828;0,496733219894441;0,0486144441394665;10,2178113662968;1,65024688529684e-24;5,10910829753683e-23;NA;NA;NA;JARID2;protein_coding
